Count,Name,Edition,Foil,Collector Number
1,Decision Paralysis,mb1,,344
1,Decree of Justice,mb1,,72
1,Defeat,mb1,,619
1,Defiant Ogre,mb1,,900
1,Defiant Strike,mb1,,73
1,Demonic Vigor,mb1,,621
1,Demon's Grasp,mb1,,622
1,Destructor Dragon,mb1,,1182
1,Dictate of Heliod,mb1,,76
1,Dinosaur Hunter,mb1,,627
1,Direct Current,mb1,,905
1,Dirgur Nemesis,mb1,,349
1,Displace,mb1,,351
1,Dissenter's Deliverance,mb1,,1183
1,Distemper of the Blood,mb1,,906
1,Distortion Strike,mb1,,352
1,Djeru's Renunciation,mb1,,81
1,Djeru's Resolve,mb1,,82
1,Dolmen Gate,mb1,,1573
2,Domesticated Hydra,mb1,,1184
1,Doomed Dissenter,mb1,,631
1,Doomed Traveler,mb1,,83
1,Draco,mb1,,1574
1,Draconic Disciple,mb1,,1416
1,Dragon Broodmother,mb1,,1417
1,Dragonscale Boon,mb1,,1185
2,Dragon's Presence,mb1,,86
1,"Drana, Kalastria Bloodchief",mb1,,633
1,Drana's Emissary,mb1,,1419
1,Dregscape Zombie,mb1,,637
1,Drudge Sentinel,mb1,,639
1,Dune Beetle,mb1,,641
1,Dusk Charger,mb1,,643
2,Dusk Legion Zealot,mb1,,644
1,Earthen Arms,mb1,,1189
1,Eldrazi Devastator,mb1,,5
1,Eldrazi Monument,mb1,,1577
1,Eldritch Evolution,mb1,,1190
1,Elixir of Immortality,mb1,,1578
1,Elves of Deep Shadow,mb1,,1193
1,Ember Weaver,mb1,,1197
1,Enchanted Evening,mb1,,1522
1,Engineered Might,mb1,,1420
1,Enlightened Ascetic,mb1,,94
1,Ensoul Artifact,mb1,,365
1,Errant Ephemeron,mb1,,366
1,Esper Charm,mb1,,1421
1,Essence Scatter,mb1,,367
1,Essence Warden,mb1,,1199
2,Ethercaste Knight,mb1,,1422
1,"Evra, Halcyon Witness",mb1,,97
1,Exclude,mb1,,369
1,Expedite,mb1,,918
1,Experiment One,mb1,,1201
1,Eyes in the Skies,mb1,,103
2,Faithbearer Paladin,mb1,,104
1,Faithless Looting,mb1,,919
1,Faith's Fetters,mb1,,105
1,Farbog Revenant,mb1,,654
2,Fatal Push,mb1,,655
1,Felidar Guardian,mb1,,107
1,Felidar Umbra,mb1,,109
1,Fen Hauler,mb1,,656
1,Feral Krushok,mb1,,1208
1,Fierce Empath,mb1,,1212
1,Fierce Invocation,mb1,,923
1,Fill with Fright,mb1,,661
1,Fireball,mb1,,926
2,Fires of Yavimaya,mb1,,1425
1,Flame Jab,mb1,,930
1,Flayer Husk,mb1,,1583
1,Fledgling Mawcor,mb1,,379
1,Flesh to Dust,mb1,,663
1,Foil,mb1,,384
1,Forbidden Alchemy,mb1,,385
1,Forge Devil,mb1,,935
1,Forgotten Cave,mb1,,1668
1,Foundry Street Denizen,mb1,,936
2,Frogmite,mb1,,1587
1,Frontier Bivouac,mb1,,1669
1,Furnace Whelp,mb1,,941
1,Gaea's Blessing,mb1,,1216
1,Galvanic Blast,mb1,,943
1,Gateway Plaza,mb1,,1670
1,Gelectrode,mb1,,1428
1,Generator Servant,mb1,,944
1,Genju of the Spires,mb1,,945
2,Ghost Ship,mb1,,390
1,Giant Growth,mb1,,1218
1,Giant Spectacle,mb1,,949
1,Gifted Aetherborn,mb1,,669
1,Gift of Estates,mb1,,120
1,Gift of Growth,mb1,,1220
1,Gilt-Leaf Palace,mb1,,1672
1,Gleam of Resistance,mb1,,122
1,Glint,mb1,,392
1,Gnarlid Pack,mb1,,1223
1,Goblin Deathraiders,mb1,,1431
1,Goblin Game,mb1,,954
1,Goblin Locksmith,mb1,,955
1,Goblin Matron,mb1,,956
1,Goblin Roughrider,mb1,,960
1,Granitic Titan,mb1,,965
1,Grapeshot,mb1,,966
1,Grapple with the Past,mb1,,1224
1,Grasping Scoundrel,mb1,,672
1,Grasp of Phantoms,mb1,,394
1,Gravepurge,mb1,,675
1,Graypelt Refuge,mb1,,1674
1,Grazing Gladehart,mb1,,1225
1,Great-Horn Krushok,mb1,,128
1,Grim Contest,mb1,,1432
1,Grim Discovery,mb1,,679
1,Gruesome Fate,mb1,,682
2,Gruul Signet,mb1,,1589
1,Gush,mb1,,397
1,Guttersnipe,mb1,,970
1,Gwyllion Hedge-Mage,mb1,,1525
1,"Haakon, Stromgald Scourge",mb1,,684
1,Hardened Berserker,mb1,,973
1,Harmonize,mb1,,1234
1,Healer's Hawk,mb1,,132
1,Healing Grace,mb1,,133
1,Healing Hands,mb1,,134
1,Helm of Awakening,mb1,,1592
1,Hexplate Golem,mb1,,1594
1,Hideous End,mb1,,685
1,Highspire Mantis,mb1,,1436
1,Hightide Hermit,mb1,,400
1,Hinterland Drake,mb1,,401
1,Hooded Brawler,mb1,,1236
1,Hooting Mandrills,mb1,,1237
1,Hornet Nest,mb1,,1238
1,Humble,mb1,,136
2,Hyena Umbra,mb1,,137
1,Hypnotic Specter,mb1,,689
1,Ill-Tempered Cyclops,mb1,,977
1,Infernal Scarring,mb1,,691
1,Inferno Fist,mb1,,981
1,Inferno Jet,mb1,,982
1,Infest,mb1,,692
1,Inkfathom Divers,mb1,,405
1,Innocent Blood,mb1,,693
1,Inquisition of Kozilek,mb1,,694
1,Inquisitor's Ox,mb1,,139
2,Intrusive Packbeast,mb1,,141
1,Invigorate,mb1,,1243
1,Invisibility,mb1,,406
1,Iona's Judgment,mb1,,142
1,Ior Ruin Expedition,mb1,,407
1,Iroas's Champion,mb1,,1438
3,Jackal Pup,mb1,,985
1,Jungle Hollow,mb1,,1676
1,Jungle Wayfinder,mb1,,1246
1,Kalastria Nightwatch,mb1,,696
1,Kazandu Refuge,mb1,,1678
1,Kin-Tree Warden,mb1,,1250
1,Kiora's Dambreaker,mb1,,413
2,Kird Ape,mb1,,993
1,Knight of Cliffhaven,mb1,,145
1,Knight of Dawn,mb1,,146
1,Kolaghan's Command,mb1,,1445
1,Kolaghan Stormsinger,mb1,,995
2,Kor Hookmaster,mb1,,154
1,Kozilek's Predator,mb1,,1251
1,Krosan Druid,mb1,,1254
1,Krosan Verge,mb1,,1679
1,Laboratory Maniac,mb1,,415
1,Labyrinth Guardian,mb1,,416
1,Leonin Relic-Warder,mb1,,158
1,Leopard-Spotted Jiao,mb1,,1000
1,Lightning Shrieker,mb1,,1003
1,Lingering Souls,mb1,,162
1,Lone Missionary,mb1,,163
1,Lonesome Unicorn // Rider in Need,mb1,,164
2,Lord of the Accursed,mb1,,703
1,Lotus-Eye Mystics,mb1,,166
1,Lotus Petal,mb1,,1601
1,Loxodon Warhammer,mb1,,1602
1,Loyal Sentry,mb1,,168
1,Lunarch Mantle,mb1,,169
1,Magma Spray,mb1,,1006
1,Magus of the Moat,mb1,,170
3,Manglehorn,mb1,,1266
1,Man-o'-War,mb1,,421
1,Mantle of Webs,mb1,,1267
1,Marauding Boneslasher,mb1,,705
1,Mardu Hordechief,mb1,,172
1,Mardu Roughrider,mb1,,1450
1,Mardu Warshrieker,mb1,,1008
1,Martyr's Cause,mb1,,175
1,Maximize Velocity,mb1,,1010
1,Meandering Towershell,mb1,,1269
1,Meditation Puzzle,mb1,,176
1,Memory Erosion,mb1,,424
1,Memory Lapse,mb1,,425
1,Mercurial Geists,mb1,,1454
1,Meren of Clan Nel Toth,mb1,,1455
1,Merfolk Looter,mb1,,426
1,Miasmic Mummy,mb1,,711
1,Millikin,mb1,,1606
1,Mire's Malice,mb1,,715
1,Mirran Crusader,mb1,,178
1,Mirror Entity,mb1,,179
1,Misdirection,mb1,,432
1,Mist Raven,mb1,,434
1,Mogg War Marshal,mb1,,1015
1,Moment of Craving,mb1,,716
1,Moonglove Extract,mb1,,1611
1,Murder,mb1,,717
1,Murder of Crows,mb1,,438
1,Mycoloth,mb1,,1272
1,Myr Sire,mb1,,1614
2,Mystical Teachings,mb1,,439
1,Mystic Confluence,mb1,,440
1,Nighthowler,mb1,,722
1,Ninja of the Deep Hours,mb1,,446
1,"Nin, the Pain Artist",mb1,,1460
1,Nirkana Assassin,mb1,,724
1,Noxious Dragon,mb1,,725
1,Obelisk Spider,mb1,,1461
1,"Odric, Lunarch Marshal",mb1,,186
1,Ojutai's Breath,mb1,,448
1,Okiba-Gang Shinobi,mb1,,726
1,Opt,mb1,,451
2,Oracle of Nectars,mb1,,1529
1,Oran-Rief Invoker,mb1,,1284
1,Orcish Oriflamme,mb1,,1022
1,Overgrown Battlement,mb1,,1286
1,Overrun,mb1,,1287
1,Pack's Favor,mb1,,1288
1,Painful Lesson,mb1,,727
1,Pathrazer of Ulamog,mb1,,6
1,Peace Strider,mb1,,1617
1,Peema Outrider,mb1,,1289
1,Penumbra Spider,mb1,,1291
2,Perish,mb1,,728
1,Pestilence,mb1,,729
1,Phantom Centaur,mb1,,1292
1,Phyrexian Arena,mb1,,730
1,Phyrexian Plaguelord,mb1,,731
1,Phyrexian Soulgorger,mb1,,1619
2,Pierce the Sky,mb1,,1293
1,Pillage,mb1,,1024
1,Pit Keeper,mb1,,734
1,Plagued Rusalka,mb1,,736
1,Plummet,mb1,,1295
1,Pondering Mage,mb1,,457
1,Pouncing Cheetah,mb1,,1296
1,Prakhata Club Security,mb1,,738
1,Pressure Point,mb1,,201
1,Preyseizer Dragon,mb1,,1025
1,Prey's Vengeance,mb1,,1297
1,Price of Progress,mb1,,1026
1,Promise of Bunrei,mb1,,202
1,Prophetic Ravings,mb1,,1028
1,"Purphoros, God of the Forge",mb1,,1029
1,Putrefy,mb1,,1466
1,Quakefoot Cyclops,mb1,,1031
1,Rabid Bloodsucker,mb1,,742
1,Rage Reflection,mb1,,1032
2,Rain of Thorns,mb1,,1302
1,Rally the Peasants,mb1,,204
2,Raptor Companion,mb1,,205
1,Ravenous Chupacabra,mb1,,745
1,Reckless Fireweaver,mb1,,1035
1,Reclusive Artificer,mb1,,1472
1,Recover,mb1,,751
1,Reflector Mage,mb1,,1473
1,Regrowth,mb1,,1309
1,Release the Ants,mb1,,1038
2,Renegade Map,mb1,,1623
1,Renegade's Getaway,mb1,,753
1,Resurrection,mb1,,209
1,Reviving Dose,mb1,,211
1,Riftwing Cloudskate,mb1,,469
1,Righteous Cause,mb1,,213
1,Riparian Tiger,mb1,,1314
1,"Rith, the Awakener",mb1,,1476
1,River Hoopoe,mb1,,1477
1,Rolling Thunder,mb1,,1043
1,Roots,mb1,,1318
1,Rosheen Meanderer,mb1,,1531
1,Rotfeaster Maggot,mb1,,758
1,Ruinous Gremlin,mb1,,1045
1,Run Amok,mb1,,1047
2,Runeclaw Bear,mb1,,1320
1,Rune-Scarred Demon,mb1,,760
2,Sadistic Hypnotist,mb1,,761
1,Sandstone Oracle,mb1,,1625
1,Sandstorm Charger,mb1,,217
1,Savage Punch,mb1,,1324
1,Scarab Feast,mb1,,762
1,Scroll Thief,mb1,,479
1,Sea Gate Oracle,mb1,,480
1,Sealock Monster,mb1,,481
1,Seal of Cleansing,mb1,,219
1,Seal of Doom,mb1,,765
2,Seismic Stomp,mb1,,1054
1,Sejiri Refuge,mb1,,1687
1,Sengir Vampire,mb1,,766
1,Serra Disciple,mb1,,224
1,Serrated Arrows,mb1,,1626
2,Sewer Nemesis,mb1,,767
1,Shattering Spree,mb1,,1056
3,Shining Aerosaur,mb1,,227
2,Shining Armor,mb1,,228
1,Shoulder to Shoulder,mb1,,229
1,Shriekmaw,mb1,,771
1,Siege Wurm,mb1,,1333
1,Sigil of Valor,mb1,,1628
1,"Skarrg, the Rage Pits",mb1,,1688
1,Skirk Commando,mb1,,1059
1,Skirk Prospector,mb1,,1060
1,Skymarcher Aspirant,mb1,,233
1,Skyspear Cavalry,mb1,,234
1,Slither Blade,mb1,,497
1,Smash to Smithereens,mb1,,1061
1,Smiting Helix,mb1,,777
1,Snapping Drake,mb1,,499
1,Snapping Sailback,mb1,,1337
2,Snubhorn Sentry,mb1,,236
1,Somber Hoverguard,mb1,,500
1,Soothsaying,mb1,,501
1,Sorcerer's Broom,mb1,,1634
1,Sparkspitter,mb1,,1064
1,Spikeshot Goblin,mb1,,1066
3,Squirrel Wrangler,mb1,,1340
2,Stab Wound,mb1,,780
2,Star of Extinction,mb1,,1068
1,Steady Progress,mb1,,504
1,Stoic Builder,mb1,,1342
1,Stone Haven Medic,mb1,,248
1,Stormblood Berserker,mb1,,1070
1,Street Wraith,mb1,,783
1,Strength in Numbers,mb1,,1343
1,Stromkirk Patrol,mb1,,784
1,Sudden Demise,mb1,,1071
1,Sulfurous Blast,mb1,,1072
1,Suppression Bonds,mb1,,251
1,Surrakar Banisher,mb1,,510
2,Sweatworks Brawler,mb1,,1076
1,Syncopate,mb1,,511
1,Tajuru Warcaller,mb1,,1347
1,Take Down,mb1,,1348
1,"Talrand, Sky Summoner",mb1,,513
1,Tandem Tactics,mb1,,255
1,Taurean Mauler,mb1,,1079
1,Tectonic Edge,mb1,,1690
1,Teferi's Protection,mb1,,256
1,Temporal Fissure,mb1,,516
1,Tempt with Discovery,mb1,,1350
1,Territorial Baloth,mb1,,1352
1,Territorial Hammerskull,mb1,,258
1,Thalia's Lancers,mb1,,259
2,Thallid Omnivore,mb1,,790
1,The Eldest Reborn,mb1,,645
1,The Gitrog Monster,mb1,,1430
1,The Mirari Conjecture,mb1,,431
1,Thoughtcast,mb1,,520
1,Thought Collapse,mb1,,521
1,Thought Vessel,mb1,,1639
1,Thrummingbird,mb1,,523
1,Tidal Warrior,mb1,,525
1,Timberwatch Elf,mb1,,1359
2,Timely Reinforcements,mb1,,262
1,Time to Feed,mb1,,1360
1,Tinker,mb1,,527
1,Tireless Tracker,mb1,,1361
1,Titanic Growth,mb1,,1362
1,Tithe Drinker,mb1,,1498
1,Topan Freeblade,mb1,,263
1,Tower Gargoyle,mb1,,1499
1,Trading Post,mb1,,1644
1,Tragic Slip,mb1,,799
1,Trail of Evidence,mb1,,529
2,Treasure Mage,mb1,,532
2,Trespasser's Curse,mb1,,800
1,Trinket Mage,mb1,,533
1,Two-Headed Giant,mb1,,1086
2,Umbral Mantle,mb1,,1646
1,Uncaged Fury,mb1,,1087
1,Uncomfortable Chill,mb1,,536
1,Underworld Coinsmith,mb1,,1501
1,Undying Rage,mb1,,1088
1,Unflinching Courage,mb1,,1502
1,Universal Solvent,mb1,,1648
1,Urban Evolution,mb1,,1504
1,Urza's Rage,mb1,,1089
1,Valakut Predator,mb1,,1091
1,Vampire Envoy,mb1,,810
1,Vapor Snag,mb1,,537
1,Venom Sliver,mb1,,1367
1,Vessel of Malignity,mb1,,814
1,Vigean Graftmage,mb1,,538
1,Violent Ultimatum,mb1,,1506
1,Voice of the Provinces,mb1,,267
1,Volunteer Reserves,mb1,,268
1,Voracious Null,mb1,,816
2,Wandering Champion,mb1,,272
1,Warden of the Eye,mb1,,1507
1,Watercourser,mb1,,541
1,Wave-Wing Elemental,mb1,,542
1,Wayward Giant,mb1,,1101
1,Weathered Wayfarer,mb1,,274
1,Wee Dragonauts,mb1,,1511
1,Wellwisher,mb1,,1370
1,Wheel of Fate,mb1,,1102
1,Whelming Wave,mb1,,545
1,Whispersilk Cloak,mb1,,1649
1,Wildfire Emissary,mb1,,1103
1,Wild Growth,mb1,,1371
1,Wild Mongrel,mb1,,1372
1,Wild Nacatl,mb1,,1373
2,Wildsize,mb1,,1374
1,Wind-Kin Raiders,mb1,,550
1,Wirewood Lodge,mb1,,1694
1,Wojek Bodyguard,mb1,,1104
1,"Yargle, Glutton of Urborg",mb1,,829
1,Zealous Strike,mb1,,280
1,Zendikar's Roil,mb1,,1382
1,Zulaport Chainmage,mb1,,830
1,Alseid of Life's Bounty,thb,,1
2,Archon of Falling Stars,thb,,2
4,Banishing Light,thb,,4
3,Captivating Unicorn,thb,,6
2,Commanding Presence,thb,,7
2,"Daxos, Blessed by the Sun",thb,,9
3,Daybreak Chimera,thb,,10
3,Dreadful Apathy,thb,,11
1,Eidolon of Obstruction,thb,,12
1,Elspeth Conquers Death,thb,,13
1,"Elspeth, Sun's Nemesis",thb,,14
1,Favored of Iroas,thb,,15
5,Flicker of Fate,thb,,16
4,Glory Bearers,thb,,17
1,Heliod's Intervention,thb,,19
4,Heliod's Pilgrim,thb,,20
1,Heliod's Pilgrim,thb,foil,20
2,Heliod's Punishment,thb,,21
3,Hero of the Pride,thb,,22
2,Hero of the Winds,thb,,23
1,Idyllic Tutor,thb,,24
4,Indomitable Will,thb,,25
4,Karametra's Blessing,thb,,26
1,Lagonna-Band Storyteller,thb,,27
4,Leonin of the Lost Pride,thb,,28
3,Nyxborn Courser,thb,,29
5,Omen of the Sun,thb,,30
2,Phalanx Tactics,thb,,31
4,Pious Wayfarer,thb,,32
6,Revoke Existence,thb,,34
4,Rumbling Sentry,thb,,35
2,Sentinel's Eyes,thb,,36
2,Sunmane Pegasus,thb,,38
3,Transcendent Envoy,thb,,40
3,Triumphant Surge,thb,,41
1,"Alirios, Enraptured",thb,,42
1,Ashiok's Erasure,thb,,43
2,Brine Giant,thb,,44
1,"Callaphe, Beloved of the Sea",thb,,45
3,Chain to Memory,thb,,46
5,Deny the Divine,thb,,47
4,Eidolon of Philosophy,thb,,48
4,Elite Instructor,thb,,49
2,Glimpse of Freedom,thb,,50
3,Ichthyomorphosis,thb,,51
2,Medomai's Prophecy,thb,,53
5,Memory Drain,thb,,54
1,Nadir Kraken,thb,,55
2,Naiad of Hidden Coves,thb,,56
3,Nyxborn Seaguard,thb,,57
7,Omen of the Sea,thb,,58
2,One with the Stars,thb,,59
3,Riptide Turtle,thb,,61
2,Sage of Mysteries,thb,,62
1,Sea God's Scorn,thb,,63
2,Shimmerwing Chimera,thb,,64
2,Shoal Kraken,thb,,65
3,Sleep of the Dead,thb,,66
1,Sleep of the Dead,thb,foil,66
4,Starlit Mantle,thb,,67
4,Stern Dismissal,thb,,68
1,Thassa's Intervention,thb,,72
1,Thassa's Oracle,thb,,73
7,Thirst for Meaning,thb,,74
2,Threnody Singer,thb,,75
1,"Thryx, the Sudden Storm",thb,,76
2,Towering-Wave Mystic,thb,,77
4,Triton Waverider,thb,,78
3,Vexing Gull,thb,,79
1,Whirlwind Denial,thb,,81
4,Witness of Tomorrows,thb,,82
1,Agonizing Remorse,thb,,83
1,"Aphemia, the Cacophony",thb,,84
5,Aspect of Lamprey,thb,,85
4,Blight-Breath Catoblepas,thb,,86
1,Cling to Dust,thb,,87
5,Discordant Piper,thb,,88
1,Drag to the Underworld,thb,,89
1,Elspeth's Nightmare,thb,,91
2,Enemy of Enlightenment,thb,,92
1,Erebos's Intervention,thb,,94
3,Final Death,thb,,95
4,Fruit of Tizerus,thb,,96
3,Funeral Rites,thb,,97
1,Gravebreaker Lamia,thb,,98
1,Gray Merchant of Asphodel,thb,,99
2,Grim Physician,thb,,100
2,Hateful Eidolon,thb,,101
1,Inevitable End,thb,,102
3,Lampad of Death's Vigil,thb,,103
2,Minion's Return,thb,,104
2,Mire Triton,thb,,105
5,Mire's Grasp,thb,,106
3,Mogis's Favor,thb,,107
1,Nightmare Shepherd,thb,,108
1,Nightmare Shepherd,thb,foil,108
3,Nyxborn Marauder,thb,,109
4,Omen of the Dead,thb,,110
2,Pharika's Libation,thb,,111
3,Rage-Scarred Berserker,thb,,113
4,Scavenging Harpy,thb,,114
2,Soulreaper of Mogis,thb,,115
4,Temple Thief,thb,,116
1,"Tymaret, Chosen from Death",thb,,119
3,Underworld Charger,thb,,120
1,Underworld Dreams,thb,foil,121
4,Venomous Hierophant,thb,,122
1,"Anax, Hardened in the Forge",thb,,125
2,Arena Trickster,thb,,126
4,Aspect of Manticore,thb,,127
1,Blood Aspirant,thb,,128
2,Careless Celebrant,thb,,129
2,Dreamshaper Shaman,thb,,130
2,Dreamstalker Manticore,thb,,131
1,Escape Velocity,thb,,132
1,Escape Velocity,thb,foil,132
1,Fateful End,thb,,133
5,Final Flare,thb,,134
3,Flummoxed Cyclops,thb,,135
2,Furious Rise,thb,,136
3,Hero of the Games,thb,,137
1,Heroes of the Revel,thb,,138
1,Impending Doom,thb,,139
4,Incendiary Oracle,thb,,140
4,Infuriate,thb,,141
4,Iroas's Blessing,thb,,142
2,Irreverent Revelers,thb,,143
3,Nyxborn Brute,thb,,144
4,Omen of the Forge,thb,,145
2,Oread of Mountain's Blaze,thb,,146
1,Phoenix of Ash,thb,,148
2,Portent of Betrayal,thb,,149
1,Purphoros's Intervention,thb,,151
4,Satyr's Cunning,thb,,152
2,Skophos Maze-Warden,thb,,153
3,Skophos Warleader,thb,,154
4,Stampede Rider,thb,,155
1,Storm Herald,thb,,156
1,Storm's Wrath,thb,,157
5,Thrill of Possibility,thb,,159
2,The Triumph of Anax,thb,,160
1,Underworld Breach,thb,,161
1,Underworld Fires,thb,,162
2,Underworld Rage-Hound,thb,,163
1,Underworld Rage-Hound,thb,foil,163
4,Wrap in Flames,thb,,164
1,The Binding of the Titans,thb,,166
1,Chainweb Aracnir,thb,,167
1,Destiny Spinner,thb,,168
1,The First Iroan Games,thb,,170
3,Gift of Strength,thb,,171
1,Hydra's Growth,thb,,172
1,Hyrax Tower Scout,thb,,173
3,Ilysian Caryatid,thb,,174
2,Inspire Awe,thb,,175
2,Klothys's Design,thb,,176
3,Loathsome Chimera,thb,,177
1,Mantle of the Wolf,thb,,178
5,Moss Viper,thb,,179
1,Mystic Repeal,thb,,180
1,Nessian Hornbeetle,thb,,182
2,Nessian Wanderer,thb,,183
1,Nexus Wardens,thb,,184
2,Nylea's Forerunner,thb,,186
3,Nylea's Huntmaster,thb,,187
1,Nyx Herald,thb,,189
1,Nyx Herald,thb,foil,189
1,Nyxbloom Ancient,thb,,190
4,Nyxborn Colossus,thb,,191
6,Omen of the Hunt,thb,,192
1,Pheres-Band Brawler,thb,,193
1,Plummet,thb,,194
3,Relentless Pursuit,thb,,195
4,Return to Nature,thb,,197
2,Setessan Champion,thb,,198
1,Setessan Petitioner,thb,,199
1,Setessan Skirmisher,thb,,200
3,Setessan Training,thb,,201
1,Setessan Training,thb,foil,201
4,Skola Grovedancer,thb,,202
3,Voracious Typhon,thb,,203
5,Warbriar Blessing,thb,,204
2,Wolfwillow Haven,thb,,205
2,Acolyte of Affliction,thb,,206
1,Allure of the Unknown,thb,,207
1,Bronzehide Lion,thb,,210
1,"Dalakos, Crafter of Wonders",thb,,212
2,Devourer of Memory,thb,,213
2,Enigmatic Incarnation,thb,,215
2,Eutropia the Twice-Favored,thb,,216
1,Gallia of the Endless Dance,thb,foil,217
1,Hero of the Nyxborn,thb,,219
1,"Kunoros, Hound of Athreos",thb,,222
2,Mischievous Chimera,thb,,223
1,Rise to Glory,thb,,225
2,"Siona, Captain of the Pyleas",thb,,226
1,Slaughter-Priest of Mogis,thb,,227
1,Staggering Insight,thb,,228
1,"Uro, Titan of Nature's Wrath",thb,,229
2,Warden of the Chained,thb,,230
1,Altar of the Pantheon,thb,,231
3,Bronze Sword,thb,,232
1,Entrancing Lyre,thb,,233
1,Mirror Shield,thb,,234
1,Nyx Lotus,thb,foil,235
1,Shadowspear,thb,,236
2,Soul-Guide Lantern,thb,,237
5,Thaumaturge's Familiar,thb,,238
2,Thundering Chariot,thb,,239
3,Traveler's Amulet,thb,,240
4,Wings of Hubris,thb,,241
1,Field of Ruin,thb,,242
1,Labyrinth of Skophos,thb,,243
2,Temple of Enlightenment,thb,,246
1,Temple of Malice,thb,,247
1,Temple of Plenty,thb,,248
3,Unknown Shores,thb,,249
7,Plains,thb,,250
1,Plains,thb,foil,250
15,Island,thb,,251
1,Island,thb,foil,251
19,Swamp,thb,,252
8,Mountain,thb,,253
18,Forest,thb,,254
1,Forest,thb,foil,254
1,"Ashiok, Nightmare Muse",thb,,256
2,"Daxos, Blessed by the Sun",thb,,258
1,"Erebos, Bleak-Hearted",thb,,262
1,"Anax, Hardened in the Forge",thb,,264
1,"Renata, Called to the Hunt",thb,,267
1,"Renata, Called to the Hunt",thb,foil,267
1,"Athreos, Shroud-Veiled",thb,foil,269
1,Deathbellow War Cry,thb,,294
1,"Atris, Oracle of Half-Truths",pthb,foil,209s
1,Thirst for Meaning,thb,,354
1,Underworld Breach,pthb,,161p
2,Alchemist's Refuge,fmb1,foil,117
2,Balefire Liege,fmb1,foil,93
1,Boreal Druid,fmb1,foil,63
1,Braid of Fire,fmb1,foil,47
1,Conspiracy,fmb1,foil,35
1,Form of the Dragon,fmb1,foil,51
1,Funeral Charm,fmb1,foil,37
1,Glittering Wish,fmb1,foil,85
1,Grand Architect,fmb1,foil,24
1,Herald of Leshrac,fmb1,foil,38
1,Intruder Alarm,fmb1,foil,25
1,"Karrthus, Tyrant of Jund",fmb1,foil,87
1,Kulrath Knight,fmb1,foil,95
1,Leveler,fmb1,foil,105
1,Lich's Mirror,fmb1,foil,106
1,Lightning Storm,fmb1,foil,54
2,Maelstrom Nexus,fmb1,foil,88
1,Maro,fmb1,foil,73
1,Misthollow Griffin,fmb1,foil,26
1,Not of This World,fmb1,foil,1
1,Panglacial Wurm,fmb1,foil,75
1,Pull from Eternity,fmb1,foil,12
1,Sheltering Ancient,fmb1,foil,80
1,"Sosuke, Son of Seshiro",fmb1,foil,81
1,Spelltithe Enforcer,fmb1,foil,16
1,Spike Feeder,fmb1,foil,82
1,Storm Crow,fmb1,foil,31
1,Teferi's Puzzle Box,fmb1,foil,113
1,Undead Warchief,fmb1,foil,44
1,Wall of Shards,fmb1,foil,18
1,White Knight,fmb1,foil,19
1,Farfinder,iko,foil,2
1,Mysterious Egg,iko,,3
1,Daysquad Marshal,iko,,8
1,Divine Arrow,iko,,9
2,Helica Glider,iko,,15
1,Lavabrink Venturer,iko,,19
1,Patagia Tiger,iko,,26
1,Sanctuary Lockdown,iko,,28
1,Solid Footing,iko,,31
1,Vulpikeet,iko,,37
1,Convolute,iko,,45
1,Crystacean,iko,,46
1,Frost Lynx,iko,,51
1,Frostveil Ambush,iko,,52
2,Glimmerbell,iko,,53
1,Of One Mind,iko,,60
1,Phase Dolphin,iko,,62
1,Bastion of Remembrance,iko,,73
1,Boot Nipper,iko,,76
1,Bushmeat Poacher,iko,,77
1,Call of the Death-Dweller,iko,,78
1,Dark Bargain,iko,,82
1,Duskfang Mentor,iko,,86
1,Extinction Event,iko,,88
1,Lurking Deadeye,iko,,94
2,Serrated Scorpion,iko,,99
1,Unbreakable Bond,iko,,101
1,Unexpected Fangs,iko,,102
1,Blazing Volley,iko,,107
1,Blitz of the Thunder-Raptor,iko,,109
1,Cathartic Reunion,iko,,110
1,Clash of Titans,iko,,111
1,Cloudpiercer,iko,,112
1,Flame Spill,iko,,117
1,Lava Serpent,iko,,124
1,Prickly Marmoset,iko,,129
1,Pyroceratops,iko,,130
1,Rumbling Rockslide,iko,,134
1,Sanctuary Smasher,iko,,135
2,Spelleater Wolverine,iko,,137
1,Adventurous Impulse,iko,,142
2,Greater Sandwurm,iko,,157
1,Migration Path,iko,,164
1,Monstrous Step,iko,,166
1,Wilt,iko,,176
1,Channeled Force,iko,,180
1,Dire Tactics,iko,,183
1,Genesis Ultimatum,iko,,189
1,"Illuna, Apex of Wishes",iko,,190
1,"Kinnan, Bonder Prodigy",iko,,192
1,Primal Empathy,iko,,200
1,Savai Thundermane,iko,,205
1,Sprite Dragon,iko,,211
1,"Vadrok, Apex of Thunder",iko,,214
1,Sleeper Dart,iko,,240
1,Indatha Triome,iko,,248
1,Rugged Highlands,iko,,252
1,Swiftwater Cliffs,iko,,255
1,Thornwood Falls,iko,,256
1,Tranquil Cove,iko,,257
1,Plains,iko,,261
2,Island,iko,,263
2,Island,iko,,264
1,Island,iko,,265
2,Mountain,iko,,269
2,Mountain,iko,,270
1,Mountain,iko,,271
4,Forest,iko,,272
3,Forest,iko,,273
3,Forest,iko,,274
1,Dreamtail Heron,iko,,284
1,Cavern Whisperer,iko,,287
